Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type
1,-0.367082978126,-0.95994807785,-2.20128444751,0.407687153492,-0.83404664402,-0.859424927978,-0.00813250060791,,0.117446545062,1.05963313155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2,-0.381448104632,-0.91452895988,-2.7418979892,0.367652424182,-0.932022773757,-1.1141089173,-0.00813250060791,,0.192315439542,1.05421531528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
3,0.130908074078,-0.160571601574,-0.66573266528,0.41549676825,0.227361428139,0.92561626162,-0.00813250060791,,-0.188392087012,1.04364837405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,0.085418506809,-0.0152304240696,0.358765892153,0.394580961888,1.09281724082,0.896964374555,-0.00813250060791,,-0.464171087374,1.05280308626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
5,-0.369477165877,-1.01445101941,-2.7418979892,0.302236586052,-0.850375998976,-1.1116859889,-0.00813250060791,,0.167179909091,1.04885230708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6,-0.407784169893,-0.224158366733,-1.24477057559,0.438770847035,-1.07898696836,-2.74364284125,-0.00813250060791,,-0.0743307449442,1.03435916035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
7,-0.343141100616,-1.01445101941,-1.02635769355,0.41702584628,-0.752399869238,-0.653027124119,-0.00813250060791,,-0.120489680649,1.0573312154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
8,-0.345535288367,-0.978115725038,-1.8093191236,0.38772012918,-0.719741159326,-0.748300378083,-0.00813250060791,,0.0201281146183,1.05451752589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
9,-0.316805035356,-1.01445101941,-0.66573266528,0.39288591436,0.0803972335325,-0.604314379807,-0.00813250060791,,-0.232770813067,1.05612688111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
10,-0.32877597411,-0.887277489098,-0.512851728286,0.398761795792,-0.6544237395,-0.648497642024,-0.00813250060791,,-0.423691385367,1.05471891942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
11,-0.32877597411,0.402625461256,-1.8093191236,0.334666462273,-0.00124954124897,-0.509638920901,-0.00813250060791,,0.453549168759,1.05391296017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
12,0.327231469658,-0.0515657184458,-0.37368416037,0.483049186297,-0.409483415156,1.4299337829,-0.00813250060791,,-0.165935957176,0.785216585951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
13,-0.0175315664831,-0.205990719544,0.663744489027,0.298307532948,0.292678847964,0.936545771919,-0.00813250060791,,-0.98712698843,1.04056710935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
14,-0.335958537363,0.520715167979,-1.02635769355,0.298307532948,-0.0828963160304,-0.46362926782,-0.00813250060791,,0.704063787624,1.05280308626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
15,-0.589742438967,0.00293722311847,-1.8093191236,0.142456978214,-0.768729224195,-0.592859684179,-0.00813250060791,,0.192315439542,0.987877790386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
16,-0.608895940975,-0.95994807785,-1.02635769355,0.055673777516,-0.801387934107,-0.487644788561,-0.00813250060791,,-0.143301853718,0.985186210079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
17,-0.333564349612,0.929487229711,-3.6349385704,0.254367970884,-0.850375998976,-0.693182529126,-0.00813250060791,,0.453549168759,1.0410816974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
18,-0.556223810454,-0.769187782375,-1.02635769355,0.187658728578,-0.736070514282,-0.712284392357,-0.00813250060791,,-0.232770813067,0.988660679586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,-0.587348251216,-1.42322308115,-1.8093191236,0.209018400163,-0.752399869238,-0.5689520399,-0.00813250060791,,0.320685067774,0.98473649644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
